rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
5.0,Costco,Current Employee,Everything about the place is great.,Typical drama in retail comes along with the job.,,o,o,o,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-08-21, Membership Representative,
5.0,Competitive and Fast Paced,"Current Employee, less than 1 year","Everyone works under the same conditions and expectations, clearly stated",Days can get long and repetitive,,v,v,r,5,4,5,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-08-10, E Commerce Agent,
4.0,Costco as Employer,Current Employee,"Good Employee Benefit
Pay is good compared to industry standards.","Difficult for employees to find out benefit information, especially regarding retirement.",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-27, Front End Cashier,
5.0,Front End Cashier,Former Employee,"Great work environment, lots of opportunities to grow within","It gets really busy, long lines",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-08-06, Front End Cashier,
3.0,It was okay,Former Employee,Good hours and reasonable work,"not the best environment , a little un-organized",,x,r,r,3,3,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-08-15, Sales Associate,
5.0,Good place to work,Former Employee,Work was quite enjoyable and I liked working there.,Nothing of significant note. Great place to work.,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-29, Merchandiser,
5.0,Good,Current Employee,"Good management, good pay, fun atmosphere","Very busy, have to get use to the stress of how busy it is",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-26, Parking Lot Attendant,
4.0,Good environment,Former Employee,"Great place to work, good peers","Very low pay, heavy lifting sometimes",,v,o,o,4,,5,5,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-08-15, Merchandiser,
4.0,Good place to work,Current Employee,"Friendly management
Competitive rates
Set layout and structure",New ideas are not taken onboard from regular staff,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-30, Merchandise ,
4.0,Good benefits for hard work,"Current Employee, more than 1 year","Benefits
Competitive rates 
Overtime and penalty rates","Time management
Hard physical work
Changing roster",,v,r,r,4,4,2,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-08-06, Merchandise Supervisor,
4.0,alright,"Current Employee, more than 1 year",coworkers free membership benefits food management,rude customers long hours tiring stressful,,v,r,v,4,3,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-08-06, Cashier/Packer,
5.0,The best,Current Employee,"Work rights, team and professional career",Too many hours and long shifts,,o,o,o,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-30, Client Advisor,
5.0,Good,"Current Employee, more than 3 years",Always a fun place to work.,Don't really have a con.,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-28, Maintenance Technician,
5.0,Beautiful environment,"Former Employee, less than 1 year",The work stations are superb!,Didn't stay long enough to experience negatives.,,v,o,o,,2,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-21, Customer Service Representative,
5.0,Lovely place to work,Current Employee,Super friendly environment for work,Large warehouse to work in,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-21, Sales Assistant,
3.0,Decent pay and benefits for a retail job but very repetitive and can be draining,"Current Employee, more than 5 years","Flexible with getting time off, wage and benefits are better than most other retail stores, opportunities to cross-train in other departments and internal promotion, good if you like interacting with people","Most positions are not very challenging and get boring, management is overbearing and like to micro-manage anything they can, like any retail job you will get difficult customers that are rude/condescending, if you have a physical position it can wear you down over time",,x,v,v,4,5,2,4,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-11, Tire Installer,
4.0,Pretty Chill Job,"Current Employee, more than 3 years","As long as you keep your department clean, and do your job, management will not nag you.  The work environment is pretty relaxed, and coworkers are friendly.","Daily heavy lifting, to achieve proper stocking procedures (first in first out), which can be a strain on your back over time if done incorrectly.  Keeping your department as clean as possible can be quite the task on a busy day, since members constantly make a mess. The job is quite simple and is not all that fulfilling.",,v,r,x,4,4,4,2,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-19, Stocker,
2.0,The grass isn’t always greener on the other side.,"Former Employee, less than 1 year","Costco pays its employees well* for work that requires little skill.

*As of March 2019, the starting rate is $15.00 across Canada. A $0.50 raise is incurred after working 1,040 hours, then a $1.00 raise is incurred for every 1,040 additional hours worked until reaching the top rate. The top rate is $25.25 for Service Assistants and $27.15 for Service Clerks. At this point, employees become eligible for lump sum payments twice per year that start at $3000.","1. Little opportunity for full-time employment.

All employees start as Seasonal or Regular Part Time (RPT) employees. RPT employees are guaranteed a minimum of twenty five hours per week. Seasonal and Limited Part Time (LPT) employees are not guaranteed hours. Opportunities for full-time employment come by every now and then but they are awarded strictly by seniority, even if the most senior applicant is woefully incompetent.

There are opportunities to pick up additional hours in the warehouse as an RPT employee, but these are generally hard to come by. Overtime is out of the question. Management will have you sign a document forfeiting any accumulated overtime should you do so.

2. Little opportunity for growth and development.

The only way you’ll move up in the company is if you’re an attractive female willing to put out, so I’ve been told...

3. Little regard for health and safety, or upholding their own ethical values when handling health and safety claims.

The average warehouse has three times as many workplace accidents than the average Walmart. When you’re inevitably injured, expect management to do everything in their power to jeopardize your WSIB claim. Tactics include incorrectly completing paperwork, withholding paperwork, withholding mail, and outright bullying and harassment.",,x,r,r,2,4,1,3,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-29, Stocker,
5.0,Great Place to work!,"Former Employee, more than 3 years","Costco has such a great culture on the floor with the staff and members. In my 4 years there, I was offered MANY opportunities to try new skill sets in the pharmacy, Tire centre and in the service areas around the warehouse. The pay is very very good and employees are truly respected.",It's long hours on your feet. It takes some time to adjust. There are also a lot of people that have worked there for more then 20 years so it is more challenging to get the ideal shifts and opportunities.,,v,r,r,4,5,3,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-07, Front End Service,
3.0,Reasonable well,Current Employee,The paid vacation for the first 3 years you get 2 weeks paid as well as sick days. each year after that an additional number of days are added.,managers pay increase takes 500+hrs schedules customers benefit plan,,v,x,x,3,3,2,1,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-13, Pharmacy Assistant,
3.0,Meh for disabled people but good stable job overall,"Current Employee, less than 1 year","Insurance, financial stability, over minimum salary",Not very open to accommodations for people with disabilities,,o,o,o,3,4,,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-03, Anonymous Employee,
5.0,"Solid job, solid pay, great bonuses to have",Current Employee,"My highest paying job so far
Great bonuses to have on holidays
Very informative
All legal training provided
Paid for training
Great benefits given (free membership)
Cafe and vending machines are excellent
Manager is honestly the nicest guy ever
All good friendly people to work with
Face masks and health checks always provided
Good working environment
Very informative on what needs to be done and what is expected
Solid hours provided",Hard to note any cons,,v,r,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-14, Merchandise Assistant,
3.0,Not as great as it seems on paper,"Former Employee, less than 1 year","- Great pay
- Great staff perks after a year of working with them","- Horrible management who are unwilling to listen to you
- Almost no flexibility in hours so not perfect for students
- Long hours
- Not always treated nicely",,x,o,o,3,5,2,2,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-27, Membership Deks,
2.0,Decent Student Job,"Former Employee, more than 3 years","Pay is above minimum wage. Extra monetary incentive when operating cash register. Good student program, university students can take any days off they need and are only allowed to work weekends.","If you have a weekday off of school you aren't allowed to work. Poor management, which is the reason I left.",,x,v,r,2,4,1,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-13, Cashier Assistant,
5.0,Great place to grow!,"Current Employee, more than 1 year",Every employee can earn benefits after so many hours worked. Flexible in scheduling. Always something new to learn every day. Work never gets boring. Always room to move up in the company!,"Members get away with more than they should, but it needs to be that way to support the business model. Most times promotions are going to be given based on seniority first before job performance.",,v,o,v,5,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-07, Front End Supervisor,
3.0,"Not bad, Not great","Former Employee, less than 1 year","The Starting pay isn't bad, the shifts go buy fast, and some of the coworkers are quite friendly.","Opportunity to promote within discouraged by seniority, no team dynamic, Break room looks absolutely disgusting with garbage left on tables, half-eaten food on floor, and unprofessional management.",,x,x,r,3,4,2,2,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-12, Night Merchandiser,
2.0,Total crap lies,"Current Employee, more than 1 year",It's a job isn't it,Fully flexible workers but no flexibility from costco,,x,x,r,2,3,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-19, Cashier,
4.0,Good company with good culture,"Former Employee, less than 1 year","Takes care of employees
Good start pay
Hire within the company first
Advancement opportunities
Stock options & benefits at part-time",At the store I was at some of the long time workers had the attitude that things were owed to them. Some people really needed to be let go because of their attitude but had been there so long they weren't going anywhere (like tenure?),,v,r,r,5,5,3,5,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-28, Cashier Assistant & Maintenance,
5.0,"Great pay, great place to work","Current Employee, more than 3 years","Costco offers regular raises based on your hours worked. The benefits are awesome, vacation days grow with years of service, and the leadership is just amazing.","The members can be demanding. They do pay for a membership, which pays our wages, but it can get to be very high stress.",,v,v,v,5,5,5,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-24, Food Court Attendant,
2.0,Burnaby Costco,"Former Employee, more than 5 years",Good Health and dental Benefits. Wages over the provincial minimum.,Heavy physical work with high possibilities of injuries. Difficulties to get time off during weekends or holidays. Absence of a clear path and process to move up within the company. Promotions are given to the managers' friends rather than the most senior/prepared employee. Very poor management performance in some departments.,,x,r,o,2,4,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-08, Stocker,
5.0,"Hard work, but respected as a human being","Current Employee, more than 1 year","- Always get breaks on time
- Open door policy
- Easy to talk to HR
- Great environment, happy employees and customers","- Hard work in the food court, is always busy if you aren't comfortable in the fast-food industry it will take some getting used to",,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-18, Food Service Assistant,
4.0,Cashier Experience,"Former Employee, more than 1 year",Helpful and friendly work environment. Management take critiques well and have quick turnaround for requested changes,Front end shift lengths can range from 6-10 hours depending on how busy the individual days are. Breaks a spaced accordingly but sometimes you will be asked to stay on to help when amount of customers are quite high,,o,o,o,3,4,4,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-22, Front End Cashier,
4.0,Good place to work,"Current Employee, more than 1 year","Good pay
Steady work
Kind managers
Coworkerps are excellent teachers
Lots of support
Overtime pay
$4/hr sunday bonus 
Partial Benefits and vacation days
Pay increase every 1040 hours","Shifts either start super early in the morning or end very late at night
A lot of exposure to potentially sick/transmissible population 
Must have strong back (many coworkers ended up with back injuries)",,v,v,v,4,4,3,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-04, Stocker,
5.0,Busy place and good pay for a grocery store,"Former Employee, more than 1 year","Good people and management, dynamic work environment, lots of potential to go up the ladder if you wanted.","As a front end assistant, you may have to go outside to work on the carts - rain or shine or in -30 C weather.",,v,o,o,4,4,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-14, Front End Assistant,
3.0,Good Company,"Former Employee, more than 3 years","Free benefits, paid days off, raises",Warehouse evel management is not the best,,v,v,v,3,5,3,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-03, Membership Assistant,
5.0,"Hard work, but paid well and includes benefits",Current Employee,"Very good starting wages for retail, with benefits and raises down the line, RRSP options","Can be a lot of work, hours can vary, opportunity for moving up can take a while",,v,o,v,5,5,3,4,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-28, Membership Assistant,
3.0,Decent,"Current Employee, more than 5 years",Time goes by quickly if the store is busy,"Many full-timers have created cliques, so it is difficult to make friends at times. Entitled customers and sometimes even entitled coworkers and higher-ups",,v,r,r,3,2,1,4,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-13, Cashier Assistant,
5.0,Great job secruity and well looked after,"Current Employee, less than 1 year",eye care and dental care and a bonus when maxed out pay packet,some managers haven't got a clue or cant deal with problems correctly,,v,v,r,3,5,2,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-19, Butcher,
4.0,Meh,"Former Employee, more than 1 year",The people there were friendly enough. Opportunities to move around the warehouse to different positions,Poor break management. Sometimes they would forget to give me my break. Schedule it so close to my lunch and work the rest of the shift without,,o,o,o,4,4,4,5,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-08, Front End Cashier,
4.0,"A great place to work, if opportunities are available",Former Employee,"A positive work environment with good compensation, which keeps staff around for the long term.",Some slightly more senior staff were pushy about themselves having more seniority versus newer staff.,,v,r,r,3,5,4,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-01, Seasonal Staff,
1.0,terrible,"Former Employee, more than 3 years",management has obvious favourites and your only get somewhere far in the company if you are romantically involved. terrible terrible terrible,"everything about the company is terrible, you never have a weekend off. you book off time 6 months in advance and it gets denied. I wish i could mention names because all managers would be fired.",,x,x,x,1,1,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-15, Cashier,
5.0,Great company to work for!,"Current Employee, more than 5 years",The management team consists of very motivated individuals that work very hard  and the coworkers are fantastic and very friendly.,There are no downsides other than having to work on weekends,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-07, Night Stocker,
1.0,horrible service,Former Employee,"none, there isnt any i can think of","horrible service at concierge service, supervisors take weeks before you can reach them by phone and make up fake reasons to cover up their delays. They claim to repair your electronics, instead they take your electronics away, don't repair and refuse to return your electronics. They refuse to negotiate and listen to your concerns. Will never use their service ever again",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-11, Customer Service,
5.0,Great company with  awesome benefits,"Current Employee, more than 3 years",Open door policy is best part of Costco. Pay is good and extra benefits clearly wins over other companies,Work scheduling could be made better,,v,v,v,5,5,4,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-31, Staff Pharmacist,
4.0,Great,"Former Employee, less than 1 year","- Friendly staff
- Great work environment",- Member Service is a huge thing. If you're not ready to handle all types of complaints and member issues then you may not be ready to work at Costco.,,v,v,r,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-06, Photo Lab Associate,
5.0,Good company to work for,"Former Employee, more than 3 years","Good company value.
Work life balance: Stable working hour 8-5 for ICS(inventory control specialist)","Slow promotion and average salary.
No bonus or commission.
Always starts from the beginning level even you have work experience.",,v,v,v,4,4,4,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-01, Inventory Control Specialist,
4.0,"Great Place to work, minus a few","Former Employee, more than 1 year",Costco is a great place to work and cares about its employees. They have great benefits and advancement opportunities.,Many of their practices are quite old-fashioned such as scheduling.,,v,o,v,5,5,3,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-07, Cashier,
5.0,Its Great.,"Current Employee, more than 3 years","Flexible hours
Positive atmosphere
Great pay
Outstanding benefits","Busy Busy Busy
Can be stressful at times
Some management, like anywhere else, can be a little over the top",,v,r,r,5,5,3,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-31, Meat Assistant,
1.0,A wonderful  place for the racist people,"Former Employee, more than 5 years",If you get fooled by a reasonable salary would not have a family to look after then go to see what you can see,"You won’t be accepted if you are a foreigner for sure , you may be welcomed by some two faced people but the fact takes time to get clear",,x,x,x,1,1,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-08, Sales Supervisor,
5.0,Excellent and promising company to work for,"Current Employee, more than 1 year","Friendly environment, every day learning, long term career opportunities","Hard to get full time, more focus on seniority than talent",,v,v,v,4,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-19, Sales Associate,
3.0,Tough but good,"Current Employee, more than 3 years","- Paid overtime
- Many international workers 
- If you're part time, you can choose your hours
- good pay","- Might be mistreated
- Might work overtime a lot
- On your feet for 8 hours",,o,o,o,1,3,3,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-15, Cashier,
5.0,Fantastic company,"Current Employee, more than 10 years","Great pay and benefits, job security","Limited upward movement, management tends to pick buddies for promotion not necessarily the most qualified",,v,v,v,4,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-12, Machine Operator,
5.0,Great Company!,"Former Employee, more than 5 years",If you want a career in the retail business. This is the place to do it,Have to start from the bottom no matter what,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-11, IT Project Team Lead,
5.0,Good Place to Work,"Current Employee, more than 3 years","It's a company you can grow with, many different departments to learn from and work in",Fewer 8 hour shifts if you are not full time,,v,v,v,4,5,5,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-19, Resto Team Member,
1.0,Lies from the start,"Former Employee, less than 1 year","easy work, pay is ok","No training, lying and lazy lazy manager, filthy conditions,no uniform provided, lied to about donating food to charity it all goes in the bin, changed rota without giving any notice,no communication from managers",,x,x,r,2,3,1,3,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-10, Meat Cutter,
5.0,Loved working in Costco,"Former Employee, less than 1 year","Pays well. 
Company cares about employees and will go extra miles to accommodate employee needs",Sometimes it gets overwhelming when there is holiday season or in weekends.,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-04-05, Front End Cashier,
3.0,Costco is ok,"Current Employee, more than 10 years","Good wage
Work your way up",Become money motivated over staff in past 15yrs,,v,r,v,3,3,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-27, Merchandising,
5.0,great learning environment,"Current Employee, less than 1 year","great environment to learn, despite being very fast-paced; competitive pay","very busy oftentimes, which can be stressful, but large and experienced team alleviates this issue often",,v,r,v,4,5,4,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-24, Pharmacy Student,
4.0,Dynamic environment,"Current Employee, less than 1 year",Very dynamic and time goes by really fast,As  front end assistant sometimes you have to go outside on extreme cold days to push carts,,v,r,r,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-16, Front End Assistant,
5.0,Well trying to find my suitable jobs,"Current Employee, more than 10 years",Looks forward to business and increasing sales,Hard working proper maintained and respected to colleague's,,v,v,v,4,4,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-17, Sales Associate,
4.0,Very good employer,"Current Employee, less than 1 year",Friendly and supportive atmosphere without internal politics,Making full time takes much too long,,v,o,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-08, T1 Agent,
5.0,It was a great workplace for community pharmacy experience.,"Former Employee, more than 1 year","Good pay
Great team work
Good benefits",I can't really think about it other than its a busy place.,,v,v,v,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-24, Pharmacy Clerk,
4.0,Great,"Former Employee, more than 3 years","Good team spirit, they pay well and offer good benefits.",You're pretty much on your feet all day so invest in a pair of good shoes.,,v,r,v,5,5,4,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-02, Front End Cashier,
5.0,Great place to work,"Former Employee, less than 1 year",One of the first part time jobs of mine. Gave me great experience working in general.,Nothing of note. Everything went well.,,v,o,o,,4,,5,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-17, Anonymous Employee,
5.0,Assisting member with unloading and loading groceries into buggies.,"Current Employee, less than 1 year",Pleasant working environment and helpful managers,The concrete floors hurt the knee in the long run,,v,v,v,4,3,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-19, Cashier Assistant,
5.0,Great company,"Former Employee, less than 1 year","Great environment 
Good management 
Open door policy
Flexible
Great opportunities if willing to work hard",There are no negatives that I can think of,,v,o,v,5,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-17, Packing,
4.0,Costco,"Former Employee, more than 5 years","-above market wages, good benefits, generally well staffed","-clientele base can be extremely demanding due to having ""membership""",,v,r,v,4,5,4,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-17, Pharmacist,
2.0,Membef service assisrant,"Current Employee, more than 5 years",Goo hourly rate and bonuses,"Dificult to book holidays on requested date, no resect for employees",,x,r,r,4,5,3,3,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-23, Anonymous Employee,
4.0,Great place most of the time,"Current Employee, more than 10 years","High pressure , result oriented , well payed","On call 24/7,  bad cafeteria in head office",,v,o,v,4,4,4,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-26, Buyer,
3.0,Difficult,"Current Employee, more than 3 years","Good pay grade, ""easy to advance""","Don't value their workers, male dominated - women less respected, hard to get hours that were promised",,x,r,x,4,4,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-02-11, Merchandiser,
5.0,Previous Employee,Former Employee,Free Membership and a really friendly co-workers,Its really a rush in the morning to stock the paper and water,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-03-30, Anonymous Employee,
5.0,Pharmacy,Current Employee,Great pay and benefits. Automatic raise on pay. Free memebership,Very busy and stressful. Have to work weekends unless taken off,,v,v,r,5,5,2,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-07, Pharmacy Technician,
4.0,Good place to work,Current Employee,good coworkers and atmosphere is pleasant,too busy and supervisors are often disorganized,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-05-27, Front End Assistant,
4.0,Decent,"Current Employee, more than 1 year",Good pay for a retail company,"Hard to get full time, messy management and shift scheduling",,v,r,v,4,2,4,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-10, Front End Cashier,
5.0,Well funded workplace,"Former Employee, more than 8 years","Professional, diverse colleagues, strong management, rewards employees",Workload may be high during certain times of the year,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-10, Merchandise Manager,
5.0,good for students,"Current Employee, more than 1 year",Good program for student who wishes to take time off during school,some employees have low morales,,v,r,v,3,3,4,5,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-06-23, Bakery Clerk,
5.0,Best place to work,"Current Employee, more than 1 year",This is a place where you can grow as a employee,The hours can be variable,,v,v,v,5,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-07-14, Hearing Aid Dispenser,
5.0,I am currently working at st albert costco,"Current Employee, less than 1 year","Great benefits, good working environment",none so far. everything is good,,o,o,o,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2020-01-21, Food Court Attendant,
