rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
5.0,Bakery Wrapper,"Former Employee, more than 3 years","- Very accommodating of my school schedule, allowing me to work evenings and weekends.
- Open door policy allows for easy communication between employees and management
- Good company culture to keep employees engaged and happy
- Paid holidays, $4/hr bonus on Sundays and great benefits","- Managers can be tough and very demanding; expect you to prioritize your work life over everything else
- Overwhelming amount of work for bakery employees
- No weekends off unless you are a full time employee
- Store was  overly busy at all hours, especially weekends",,v,v,v,5,5,4,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-08, Bakery Wrapper,
2.0,Slave for peanuts,"Former Employee, more than 1 year",Pt employees get 60% coverage on benefits.  That’s a pro I guess.,They work you way too hard for what they pay.  Yeah above minimum wage ... but really?  You can’t survive on $15/hr comfortably.  You get a $1/per hr raise after 1200 hours.  If you’re PT it takes forever.  And people have waited years to get FT jobs.  For a company that brags about its profits they sure don’t pass it down to the hard workers. .,,o,r,r,2,3,2,2,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-10-31, Retail Merchandiser,
2.0,Disappointed,"Former Employee, less than 1 year",Nice to have a free membership.,"I’m very disappointed with how my time working there went. I was so excited when they hired me on, I wanted to grow and have it be my forever job. In my orientation I was told after 6 months I could ask to be moved to a different section. Working in the food court was difficult. Not only was the work hard but most of the employees are so rude to each other. One went as far as asking me why I work if I’m First Nations as we get everything paid for. I kept my mouth shut because I was a new employee and didn’t want to start anything. I’m a friendly person and try to be nice to everyone but 4 months in that proved to be a mistake. They made me sign a confidentiality agreement so I can’t say much except an employee who works all around the store started making very inappropriate and creepy comments that made me worry for my safety. I new I had to report it to management. After 3 weeks of “investigating” the solution was that they told him he wasn’t allowed to talk to me anymore and I  was just supposed to accept that. I brought up being transferred to a different store and they told me that would mean they failed and couldn’t have that. By the end I felt like I had nothing to work towards there. My only option was to trust that because they had spoken to the man who threatened me I should feel safe. I didn’t. My last day I went into the lunch room and the man was there. I was going to eat lunch in my car but I couldn’t bring myself to come back to work. I called the management to let them know. They said someone would follow up with me. It’s been 2 weeks and no one has.",,x,o,o,3,3,2,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-09-10, Food Service Assistant,
3.0,Member Service Assistant,"Current Employee, more than 1 year","If you're a student, or 50+ years or older, this would be an ideal job for you.  Flexible hours. No difficult task. Anyone can learn the whole procedure within a week.","There is no supervisor in this department. In other words, daily scheduling for employees is a never-ending issue. Getting to deal with stupid and ignorant people at the door can be a big challenge as well.",,v,r,r,4,5,3,3,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-10-29, Anonymous Employee,
4.0,Managers outs for selves ..,"Current Employee, more than 10 years",Good rate of pay . And benefits throughout employment,Managers are not people orientated . Not willing to listen to points of view   just do this no reasons why so you can learn from it,,v,v,v,3,5,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-08-28, Merchandiser,
3.0,Part Time,"Current Employee, more than 3 years","Good Benefits
Great Pay for individuals with little education outside of a high school diploma
Good amount of hours (guaranteed at least 25 hours as a part timer)","Schedule constantly being changed without notice
Management very resistant to change or suggestions
Location being understaffed on busy days of the week, resulting in very late breaks",,v,r,v,3,5,1,1,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-03-06, Part Time Cashier,
4.0,Great long-term potential,"Current Employee, less than 1 year","Guaranteed minimum hours for part-time employees, benefits, steady wage increases, some opportunity to move up, great long-term potential for a fair paying job.","HR does not keep anything confidential which makes office politics awful, lots of employees have taken stress leave, most of the members are great but some can be challenging to deal with, difficult to move up unless you're really well liked or know someone.",,v,r,r,3,5,3,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-01-29, Contact Centre Agent,
2.0,okay - but not amazing,"Current Employee, more than 1 year","part-time benefits, vacation, fast working environment,","1 week schedule, expected to purchase items on your day off, only 1 day off during the week.  increase in pay by $1 every 2 years",,x,v,r,4,1,3,1,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-06-15, Pharmacy Assistant,
5.0,"Very pro worker,  with lots of support","Current Employee, more than 1 year","Good pay considering the education requirements
Management tends to leave you be as long as there are no problems
Free membership
Always lots to do if bored
Fairly extensive benefits
Flexible positions(great for students)
Everyone is friendly
Occasionally has free food and events for staff","Can get a bit dangerous since everyone is in cars(especially if they are upset)
Promotions are largely based on seniority instead of qualifications
Usual customer service issues",,v,v,v,4,5,3,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-27, Gas Station Attendant,
2.0,Horrible Management,"Former Employee, more than 5 years","Good pay and benefits
Good culture values but it’s gotten lost","Management have no idea just delegate ,micromanage, Disgustingly unorganised, constantly understaffed while management in the office gossip, Or worrying about who they going to counsel for not enough mater donations to make employees life miserable",,v,x,v,2,4,2,1,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-10-01, Major Sales Assistant,
5.0,Depends on Location,Current Employee,Depending on the location people can be great to work with and you really get a sense that you are part of a community working towards a common goal.,If it's a bad location the employee's get away with anything and everything and if you try to discipline them management may or may not back you up. If they do they very rarely follow up.,,v,r,v,3,4,4,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-03-26, Anonymous Employee,
4.0,"fun, friendly, painfull",Former Employee,"amazing pay, friendly staff and management, fast paced","heavy lifting, long hours standing, rude customers, possible injuries",,v,v,v,3,5,4,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-15, Anonymous Employee,
5.0,"Great place to work, pays well and good people","Current Employee, more than 3 years",Relaxed and fun working environment,"Very old school, requires in office work 8 - 5 Monday to Friday with little to no flexibility, no option for any learning, low budget so you don't get to explore any new avenues unless of course you they are very cheap or free.",,v,v,v,5,4,4,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-09-17, Digital Marketing,
3.0,Reasonable,Former Employee,The people you work alongside are very friendly and great to work with,"Lack of organization, consistently mixing up or losing paperwork related to shift changes/time off requests, the system is extremely inefficient. 
 Frequent last-minute scheduling changes e.g. getting voicemails at 11 pm to add a shift for the next day 
Consistently scheduled not enough staff to meet demand, particularly on weekends",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-03-09, Anonymous Employee,
3.0,Good pay for mind numbing work,"Former Employee, less than 1 year",Good pay and structured benefit advancements.,"Tiring, repetitive, mindnumbing work that needs to be done to hit production goals every day.",,x,r,x,3,5,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-08-28, Deli Associate,
5.0,Packing and organizing  groceries for customers and dealing with customera,"Former Employee, less than 1 year",Great training place got me good knowledge of customer service and care,Environment was a little bit too friendly at times making things to become a little bit gossipy,,v,v,r,4,2,5,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-09-05, Frontend Assistant,
5.0,Good Company,"Former Employee, more than 3 years",The work is not difficult and I was able to have fun and chat with my coworkers while getting our work done. We got a free turkey at Christmas too! I was a student for part of my time with Costco and they are very accommodating.,Nothing that I can think of.,,v,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-06-10, Night Merchandiser,
5.0,great place to work,"Current Employee, more than 1 year","great benefits, great company, lovely staff","night shifts, working every weekend",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-09-11, Clothing and PM Merch,
3.0,"Great people, good benefits, poor meritocracy","Former Employee, more than 1 year","benefits, people, community, word 4, word 5",not ideal for ambitious individuals seeking to apply their education at the warehouse level in a timely fashion,,x,r,v,2,3,2,2,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-12-30, Front End Lead,
4.0,Good company but min wage for awhile,"Current Employee, less than 1 year",Solid job if you work hard. Pay is good if you hang around for years.,Over-experienced doesn’t work as promotions based on seniority so your decades of business acumen aren’t compensated adequately.,,v,v,v,4,5,4,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-06-27, Front End Assistant,
5.0,"Excellent Place to work, no complaints!","Former Employee, more than 10 years","Benefits, fair pay, on job training.",Must work evenings and weekends.,,v,r,r,5,5,4,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-09-23, Front End Team Lead,
4.0,Great for retail,Current Employee,Management has a very self-promotional attitude that encourages you to work hard without negative encouragement. It is also a family atmosphere with a lot of people working there for 10+years.,"Management can be varied, because everyone is an individual. Some are definitely worse than others, but you can make do.",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-11-30, Anonymous Employee,
3.0,good pay but you're just a number,"Former Employee, more than 3 years",If you have no ambition. You can stay there and you're seniority will allow you to make a livable wage,"poor hours,it's hard to get days off or weekends off,  poor management",,x,o,o,5,5,3,1,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-11-21, Customer Service Associate,
3.0,Management Needs Work,"Current Employee, more than 8 years","Great employees, Good Benefits such as $200 for prescription glasses and $2500 for hearing aids.","Management is awful, Really need to look at the stores of who actually does the work, rather than the brown noses and yes men",,x,x,r,3,5,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-07-11, Supervisor,
4.0,"Great job, depends on the location",Current Employee,"Easy-going, above minimum wage, you can get trained to work in different departments","Customer service jobs suck, hours are very unstable if you are LPT (limited part-time), not easy moving from LPT to RPT (regular part-time) and vice versa",,o,o,o,4,,4,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-10-02, Cash Assistant,
4.0,Good part time job for full time students with potential to stay with company for advancement.,"Current Employee, more than 1 year",Flexible hours and shifts with potential for advancement to different positions in the company.,Extremely fast paced and will start off having to do a little of everything including frontline/packing/moving buggies/merchandising.,,v,r,r,4,4,3,4,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-17, Customer Service Associate,
2.0,Don't stick up for yourself,"Former Employee, less than 1 year","Great pay, made friends with alot of workers","Terrible hours, too many supervisors saying different things and then you get in trouble for doing what one said and not the other",,x,r,r,3,4,2,2,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-06-10, Membership Assistant,
2.0,Good on paper not in person,"Current Employee, more than 1 year","benefits after 6 months for PT, payed vacation and sick days after 1 year. Minimum 25 hours for PT.","no work life balance, poor management throughout. Expected to not have a life outside of work.",,x,r,v,4,5,1,1,1.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-10-28, Anonymous Employee,
4.0,Love this company!,"Current Employee, more than 8 years","Great pay and benefits, employees are great to work with.","Takes quite sometime to reach the top wage and to earn bonuses. Work life balance can be difficult depending on job.
Some managers can favorite certain employees",,o,o,o,5,5,4,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-01-10, Fea,
4.0,Awesome for students who are willing to work weekends and off semesters.,"Current Employee, more than 1 year","Great starting pay 
Weekend jobs
Understanding of student priorities",Time consuming and energy draining working experience.,,v,v,r,5,5,4,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-03-28, Retail Merchandiser,
3.0,Average,"Current Employee, more than 1 year","Benefits, pay is over minimum wage.",Supervisors are typically on a power trip and do not treat cashiers/front-end assistants with the same respect that they are given.,,x,r,r,3,4,2,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-08-08, Cashier,
3.0,High school,"Former Employee, more than 3 years","Great pay, benefits  and many opportunities to advance","Working at Costco reminded me of high school, but worse. There is so much drama and gossip.. people form cliques and there is a lot of internal relationships/favouritism between management and their family co workers",,o,o,o,4,5,2,4,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-03-26, Front End Cashier,
5.0,Great people to work around to combat the fast paced monotonous environment,"Former Employee, more than 3 years","-Positive working atmosphere
-Great company values
-Great benefits
-Get treated like an individual and respected as such
-Time can go by fast from how busy it is","-Working environment can be very monotone
-Can be very draining",,v,v,v,5,5,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-08-12, Front End Assistant,
2.0,Good but not good enough,"Current Employee, less than 1 year","Coworkers are generally nice. 
you get paid $4 more on Sundays.","If they hire you under CSRP (College Student Retention Program) they seldom give you shifts. You sometimes have no shifts for a whole week.
Supervisors can be very hard to work with",,v,r,r,2,5,1,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-09-17, Front End Assistant,
4.0,Experience with Costco as an employer,Former Employee,"* supportive environment
*good minimum wage compared to other retailers
* managers look for employees who are working hard and reward them for their efforts",*Can be really demanding at times and shift work can be on a seniority basis,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-01-31, Anonymous Employee,
5.0,good start about work life,Former Employee,"good environment, kind colleagues. The salary start at 13, if you are a full time employee, your salary will improved 1 dollar every 6 month.","very busy, indecent schedule, they will cut somebody at the end of year.",,o,o,o,4,3,4,1,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-02-05, Anonymous Employee,
5.0,Great work place they take care of their workers,Former Employee,"Part time workers get full benefits
Minimum 25hours garantee
Equal opportunity to move up
Yearly bbq
Safety shoe allowance","Understaffed in some departments
Merchandise manager isn't involved",,v,v,r,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-07, Anonymous Employee,
2.0,Front End Cashier and Cart Pusher,"Current Employee, more than 1 year",Getting a free membership is key,"the hours are not that good. don't give 40+ hours and it varies every week, so it is hard to hold another job with a schedule that changes every week.",,x,r,r,1,1,1,1,2.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-03-20, Front End Cashier,
4.0,Challenging but satisfying to work for Costco Taiwan,"Current Employee, more than 8 years",Encourage employees to have work-life balance; basically no overtime required.,Lots of unreasonable restrictions on taking leaves in Taiwan.,,v,v,r,3,2,3,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-06-16, Assistant Buyer,
5.0,Love my job and co workers,Current Employee,"Good pay and benifits, great co workers and amazing members! Most managers very approachable!",Not many! Some managers could have a better attitude and not be so hypocritical.,,v,v,o,3,5,4,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-04-07, Supervisor,
3.0,Clerk for costco,Current Employee,Good pay and benefits for an easy job,"Office politics, favorites etc. People with high seniority don't care because they have ""x"" amount of years with the company.",,o,x,o,4,4,2,4,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-09-06, Clerk,
5.0,Great company to work for.,"Current Employee, more than 5 years",Costco offers great benefits and a nice wages.,You might find your working for the whole department by yourself.,,v,r,r,5,4,4,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-11-17, Retail Merchandiser,
3.0,A Foot In the Door,"Former Employee, less than 1 year",This position is a great way to get your foot in the door and work your way up.,"Shift work is not my kind of lifestyle, but if you don't mind it, it's great.",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-12-29, Food Service Attendant,
1.0,Electronics Sales/Stocker,"Former Employee, more than 3 years",Better starter wage than competitors.,Part timers/students get no benefits whatsoever. Full timers and senior employees look down upon students working there and are given the benefit of the doubt in conflicts. You get a pay raise of 50 cents every 800 hours. Its a joke.,,x,r,x,3,2,1,1,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-01-28, Sales Associate,
5.0,Good Company - Mindless job,"Former Employee, more than 3 years","- competitive pay
- good work environment
- good benefits","- have to help out where is needed not just in normal position
- repetitive job or mindless work 
- entitled customers",,v,v,v,5,4,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-03-20, Front Desk Agent,
4.0,It's a great company with great benefits,"Former Employee, more than 3 years","The pay and benefits are great
Everyone's dedicated to the success of the company
Great mission and vision","The company's lagging in terms of technology and innovation
Process improvements are needed",,v,v,v,4,4,4,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-11-14, ICS,
4.0,Great Pay,"Former Employee, more than 3 years","Great Pay, benefits for part time people, opportunities to move up in newer stores","Clique-y, hard to move up if you're in an older store with lots of people who have more seniority",,v,v,v,4,4,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-12-30, Cashier,
4.0,Best in the retail sector,"Current Employee, more than 8 years",Lots of challenges and excellent benefits.,It takes a long time before having the opportunity to get a good full time position.,,v,v,v,3,5,3,1,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-22, Baker,
4.0,Good Place to Work,"Former Employee, more than 1 year","-Reasonable Wage
-Friendly Coworkers
-Free Costco Membership","-Expected to help other departments even when your own is busy
-Random hours
-Expected to learn about jewelry in what is expected to be an electronics department",,o,r,o,3,4,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-06-17, Major Sales Associate,
5.0,Customer assistant,"Current Employee, more than 3 years","Team Work, Flexibility to do different tasks, Leadership,","Working late hours, Low pay.",,v,r,r,5,4,5,5,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-01-20, Customer Service Associate,
5.0,CSRP Student,Current Employee,"- Very good work environment
- good advancement opportunities
- understands needs of students and gives hours accordingly","- not many cons, but environment can depend on which warehouse you work at",,v,r,v,5,5,3,5,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-04-20, Anonymous Employee,
4.0,Contact lens fitter,"Former Employee, less than 1 year",Experience. Not much else honestly.,"Wage structure changed. No commision or bonuses until you've been there 6 yrs.
Too much drama.
Manager of other departments telling you what to do.",,x,r,r,3,2,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-06-19, Contact Lens Fitter,
5.0,There’s a reason I’ve been in retail this long,"Current Employee, more than 8 years","Great company to work for, great benefits and lots of opportunities for advancement",None that come to mind,,v,v,v,5,5,5,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-10-02, Cashier,
4.0,CSRP,Former Employee,"Flexible hours
Free Costco Membership 
Dynamic job 
Mobility between departments was good
Consisten raises","I worked in a freezer when the deli or meat department was short staffed
On your feet for full shift",,v,r,v,4,4,3,5,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-04-01, Anonymous Employee,
3.0,Good pay,"Current Employee, more than 5 years",Good pay competitive but takes too long to reach top rate,"Bad Organization, the organization of timetables are terrible",,v,r,r,3,3,2,2,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-10-22, Sales Assistant,
4.0,Part time at costco,Current Employee,"Flexible hours, competitive pay and great culture",Starting at 5am each day,,v,v,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-04-08, Inventory Auditor,
4.0,Flexible and Functional,"Former Employee, more than 3 years",Generally flexible hours and lots of opportunity to advance if you use it.,Early hours can be damaging to your ability to do other things after work hours.,,v,r,v,4,4,4,2,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-28, Stocker,
5.0,Great place to work,"Current Employee, more than 5 years","Great environment, great pay, great benefits, higher within so lots of advancement opportunities","Hiring is done on seniority base for the most part, no consistent schedule",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-07-03, Front End Supervisor,
3.0,Good pay with hectic environment,"Former Employee, more than 1 year","Pay is good/increases on Sunday
Benefits (not for part time)","Many employees, micro management, customers entitled due to the fact that they're members, part timers/students get bad shifts",,o,o,o,3,4,4,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-09-05, Stock Associate,
4.0,Costco,"Current Employee, less than 1 year","Amazing people, great benefits,",Takes 5-10 years to gain top wage,,v,r,v,4,4,2,4,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-12-07, Front End,
4.0,Good place for a retail job.,"Former Employee, more than 5 years",The pay and benefits are very good at working at Costco.,Promotions based on seniority over skill sets being applicable.,,v,v,v,4,5,3,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-06-13, SALES CLERK,
3.0,"Great benefits, and decent work environment","Former Employee, more than 1 year",Very great benefits. Free Costco membership. Opportunities for internal growth within the company.,Some managers were power hungry. Sometimes forced to stay beyond scheduled hours.,,v,r,v,3,5,3,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-07-04, Merchandiser,
2.0,"Great job, if you don't have an outside life","Current Employee, more than 3 years","Great pay, and it's easy to get a raise
Great social advantages,
Easy-to-learn job","High expectations,
Can be called in anytime to come in earlier,
Hard-to-master job",,o,o,o,3,5,2,3,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-09-14, Cashier/Stocker,
4.0,Not bad!,"Current Employee, less than 1 year",Job security and pay rate.,"Long trial period of 90 days, inflexible schedule requiring 2 weeks' of notice for any upcoming events, fornightly pay makes budgeting much harder.",,v,r,v,4,4,4,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-11-13, Service Deli Assistant,
5.0,Best benefits and retirement package,Current Employee,"Better than minimum wage , benefits rrsp retirement",If you are a seasonal worker you are only hired for a couple of months,,v,v,v,4,5,4,5,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-02-13, Anonymous Employee,
5.0,Front End,Current Employee,good environment ! great people! awesome pay!,for me it was a very positive experience working there so I have nothing to say regarding cons,,v,v,r,3,2,4,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-14, Anonymous Employee,
5.0,Understanding managers,"Current Employee, more than 3 years","I am a student while working, and they are super understanding when I can't work.","Work is a little hard, especially since I'm not very strong.",,v,v,r,4,3,5,4,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-18, Front End Assistant,
4.0,Good company to work for,"Former Employee, more than 1 year",Good benefits and good hourly wage for retail,Really difficult to get a full time contract,,v,v,v,4,3,3,5,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-10-02, Sales Assistant,
4.0,Great company,"Former Employee, more than 3 years","Co-workers - Costco hires great, hard working people who are easy to get along with. Fair managers.",Jobs on the floors are a bit repetitive.,,o,o,o,3,4,4,5,4.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-02-02, Sales Associate,
4.0,Decent part time work place for students!,"Former Employee, less than 1 year",Good Manager and friendly culture,Hard to get in contact with your manager,,v,v,v,1,3,5,3,5.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-02-27, Membership Assistant,
5.0,Genuinely care about their employees,Former Employee,Self-directed work environment. They trusted you to get the job done without breathing down your back,Scheduling was sometimes a mess,,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-03-21, Anonymous Employee,
3.0,Positive,"Former Employee, less than 1 year","Pretty good schedule, beside from getting off at 11, but by 6 before work you have a full day",The weekend hours really take away your days,,v,r,r,5,3,3,3,3.0,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-05-25, Merchandiser,
3.0,front end assistant,Former Employee,"Nice friendly team who are willing to help
Fairly easy job role","Repetitive job role
Quick to call you out on mistakes but slow to praise",,o,o,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-03-27, Anonymous Employee,
3.0,Job was good,"Former Employee, less than 1 year",Pay is great especially doing the register and working on Sunday there’s an added bonus for those,Terrible managers when u was working there,,o,v,o,,,,,,,https://www.glassdoor.com/Reviews/Costco-Wholesale-Reviews-E2590_P1060.htm?filter.iso3Language=eng,2019-10-05, Front End Cashier,
